id,governorate,question_tag,question_tag_order,question_map,question_raw,question_en,question_ar,answer_raw,answer_en,answer_ar,answer_rank,answer_count,answer_pct
15,Marib,public services,1.0,y,"According to your opinion, how available are these services and products in your area? Health Care",Is healthcare available in your area?,,I have never heard about it,,,dk,1.0,5.0
15,Marib,public services,2.0,y,"According to your opinion, how available are these services and products in your area? Education",Is education available in your area?,,Not available,Never,,1,3.0,15.0
15,Marib,public services,2.0,y,"According to your opinion, how available are these services and products in your area? Education",Is education available in your area?,,Hardly available,Hardly ever,,2,2.0,10.0
15,Marib,public services,2.0,y,"According to your opinion, how available are these services and products in your area? Education",Is education available in your area?,,Somewhat available,Sometimes,,3,2.0,10.0
15,Marib,public services,2.0,y,"According to your opinion, how available are these services and products in your area? Education",Is education available in your area?,,Very available,Always,,4,12.0,60.0
15,Marib,public services,2.0,y,"According to your opinion, how available are these services and products in your area? Education",Is education available in your area?,,I have never heard about it,,,dk,1.0,5.0
15,Marib,security,1.0,y,"On a scale ranging from 1 to 5 in which ""1"" means ""always very unsafe"" and ""5"" means ""always very safe"", how safe do you personally feel?",How safe do you personally feel?,,Always unsafe,I never feel safe,,1,1.0,5.0
15,Marib,security,1.0,y,"On a scale ranging from 1 to 5 in which ""1"" means ""always very unsafe"" and ""5"" means ""always very safe"", how safe do you personally feel?",How safe do you personally feel?,,Mostly unsafe,I mostly feel unsafe,,2,1.0,5.0
15,Marib,security,1.0,y,"On a scale ranging from 1 to 5 in which ""1"" means ""always very unsafe"" and ""5"" means ""always very safe"", how safe do you personally feel?",How safe do you personally feel?,,Mostly safe,I mostly feel safe,,4,1.0,5.0
15,Marib,security,1.0,y,"On a scale ranging from 1 to 5 in which ""1"" means ""always very unsafe"" and ""5"" means ""always very safe"", how safe do you personally feel?",How safe do you personally feel?,,Always safe,I always feel safe,,5,17.0,85.0
15,Marib,security,3.0,y,How do evaluate the general security situation in your area?,How is the general security situation in your area?,,3,Average,,3,5.0,25.0
15,Marib,security,3.0,y,How do evaluate the general security situation in your area?,How is the general security situation in your area?,,4,Good,,4,7.0,35.0
15,Marib,security,3.0,y,How do evaluate the general security situation in your area?,How is the general security situation in your area?,,Very good,Very good,,5,8.0,40.0
15,Marib,security,4.0,y,"According to your opinion, Is Police active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the police in your area active in a positive, negative, or neutral way, or simply not active at all?",,Active in a negative way,In a negative way,,1,1.0,5.0
15,Marib,security,4.0,y,"According to your opinion, Is Police active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the police in your area active in a positive, negative, or neutral way, or simply not active at all?",,Not active at all,Not active at all,,2,1.0,5.0
15,Marib,security,4.0,y,"According to your opinion, Is Police active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the police in your area active in a positive, negative, or neutral way, or simply not active at all?",,Neither positive nor negative,Neither positive nor negative,,4,5.0,25.0
15,Marib,security,4.0,y,"According to your opinion, Is Police active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the police in your area active in a positive, negative, or neutral way, or simply not active at all?",,Active in a positive way,In a positive way,,5,1.0,5.0
16,al-Mahweet,basic needs,1.0,y,Please tell me if Adequate  shelter/housing is available or not for your family,Does your family have access to adequate shelter/housing?,,Somewhat not available,Only sometimes,,2,1.0,2.5
16,al-Mahweet,basic needs,1.0,y,Please tell me if Adequate  shelter/housing is available or not for your family,Does your family have access to adequate shelter/housing?,,Somewhat available,Sometimes yes,,3,5.0,12.5
16,al-Mahweet,basic needs,1.0,y,Please tell me if Adequate  shelter/housing is available or not for your family,Does your family have access to adequate shelter/housing?,,Available,Yes,,4,31.0,77.5
16,al-Mahweet,basic needs,1.0,y,Please tell me if Adequate  shelter/housing is available or not for your family,Does your family have access to adequate shelter/housing?,,Very available,"Yes, always",,5,3.0,7.5
16,al-Mahweet,basic needs,2.0,y,"Thinking about the last year, have there been times when your family didn't have enough food for all household members?","In the past year, has there been an occasion when your family didn't have enough food to feed everyone?",,No,No,,1,34.0,85.0
16,al-Mahweet,basic needs,2.0,y,"Thinking about the last year, have there been times when your family didn't have enough food for all household members?","In the past year, has there been an occasion when your family didn't have enough food to feed everyone?",,Yes,Yes,,2,6.0,15.0
16,al-Mahweet,basic needs,3.0,y,"According to your opinion, how available are these services and products in your area? Water",Is water available in your area?,,Not available,Never,,1,6.0,15.0
16,al-Mahweet,basic needs,3.0,y,"According to your opinion, how available are these services and products in your area? Water",Is water available in your area?,,Hardly available,Hardly ever,,2,30.0,75.0
16,al-Mahweet,basic needs,3.0,y,"According to your opinion, how available are these services and products in your area? Water",Is water available in your area?,,Somewhat available,Sometimes,,3,2.0,5.0
16,al-Mahweet,basic needs,3.0,y,"According to your opinion, how available are these services and products in your area? Water",Is water available in your area?,,Very available,Always,,4,1.0,2.5
16,al-Mahweet,basic needs,5.0,y,"According to your opinion, how available are these services and products in your area? Electricity",Is electricity available in your area?,,Not available,Never,,1,31.0,77.5
16,al-Mahweet,basic needs,5.0,y,"According to your opinion, how available are these services and products in your area? Electricity",Is electricity available in your area?,,Hardly available,Hardly ever,,2,3.0,7.5
16,al-Mahweet,basic needs,5.0,y,"According to your opinion, how available are these services and products in your area? Electricity",Is electricity available in your area?,,Somewhat available,Sometimes,,3,1.0,2.5
16,al-Mahweet,basic needs,5.0,y,"According to your opinion, how available are these services and products in your area? Electricity",Is electricity available in your area?,,Very available,Always,,4,1.0,2.5
16,al-Mahweet,basic needs,5.0,y,"According to your opinion, how available are these services and products in your area? Electricity",Is electricity available in your area?,,I have never heard about it,,,dk,3.0,7.5
16,al-Mahweet,conflicts,9.0,y,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts in the neighborhood)",How often do conflicts take place within your neigbourhood?,,Never,Never,,1,3.0,7.5
16,al-Mahweet,conflicts,9.0,y,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts in the neighborhood)",How often do conflicts take place within your neigbourhood?,,2,Hardly ever,,2,7.0,17.5
16,al-Mahweet,conflicts,9.0,y,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts in the neighborhood)",How often do conflicts take place within your neigbourhood?,,3,Sometimes,,3,9.0,22.5
16,al-Mahweet,conflicts,9.0,y,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts in the neighborhood)",How often do conflicts take place within your neigbourhood?,,4,Often,,4,6.0,15.0
16,al-Mahweet,conflicts,9.0,y,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts in the neighborhood)",How often do conflicts take place within your neigbourhood?,,Very often,Very often,,5,7.0,17.5
16,al-Mahweet,conflicts,10.0,y,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts in the neighborhood)",Do religious differences cause conflict within your neighbourhood?,,It is not a reason for our conflicts,Never,,1,3.0,7.5
16,al-Mahweet,conflicts,10.0,y,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts in the neighborhood)",Do religious differences cause conflict within your neighbourhood?,,2,Hardly ever,,2,4.0,10.0
16,al-Mahweet,conflicts,10.0,y,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts in the neighborhood)",Do religious differences cause conflict within your neighbourhood?,,3,Sometimes,,3,12.0,30.0
16,al-Mahweet,conflicts,10.0,y,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts in the neighborhood)",Do religious differences cause conflict within your neighbourhood?,,4,Often,,4,11.0,27.500000000000004
16,al-Mahweet,conflicts,10.0,y,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts in the neighborhood)",Do religious differences cause conflict within your neighbourhood?,,It is the most important reason for our conflicts,Always,,5,1.0,2.5
16,al-Mahweet,conflicts,11.0,y,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts in the neighborhood)",Do political differences cause conflict within your neighbourhood?,,2,Hardly ever,,2,4.0,10.0
16,al-Mahweet,conflicts,11.0,y,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts in the neighborhood)",Do political differences cause conflict within your neighbourhood?,,3,Sometimes,,3,13.0,32.5
16,al-Mahweet,conflicts,11.0,y,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts in the neighborhood)",Do political differences cause conflict within your neighbourhood?,,4,Often,,4,10.0,25.0
16,al-Mahweet,conflicts,11.0,y,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts in the neighborhood)",Do political differences cause conflict within your neighbourhood?,,It is the most important reason for our conflicts,Always,,5,5.0,12.5
16,al-Mahweet,daily life,1.0,y,First I would like to ask you about your current situation / family situation. How would you rate it on a scale from 1 to 5?,How would you rate you and your family's current situation?,,Neither bad nor good,Average,,3,10.0,25.0
16,al-Mahweet,governance,4.0,y,"According to your opinion, Is Local Council  active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Is your local council active in a positive, negative, or neutral way, or simply not active at all?",,Active in a negative way,In a negative way,,1,5.0,12.5
16,al-Mahweet,governance,4.0,y,"According to your opinion, Is Local Council  active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Is your local council active in a positive, negative, or neutral way, or simply not active at all?",,Neither positive nor negative,Neither positive nor negative,,4,2.0,5.0
16,al-Mahweet,governance,4.0,y,"According to your opinion, Is Local Council  active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Is your local council active in a positive, negative, or neutral way, or simply not active at all?",,Active in a positive way,In a positive way,,5,1.0,2.5
16,al-Mahweet,governance,5.0,y,"According to your opinion, Are Political Parties active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are political parties in your area active in a positive, negative, or neutral way, or simply not active at all?",,Active in a negative way,In a negative way,,1,9.0,22.5
16,al-Mahweet,governance,5.0,y,"According to your opinion, Are Political Parties active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are political parties in your area active in a positive, negative, or neutral way, or simply not active at all?",,Neither positive nor negative,Neither positive nor negative,,4,1.0,2.5
16,al-Mahweet,governance,5.0,y,"According to your opinion, Are Political Parties active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are political parties in your area active in a positive, negative, or neutral way, or simply not active at all?",,Active in a positive way,In a positive way,,5,2.0,5.0
16,al-Mahweet,governance,6.0,y,"According to your opinion, Are Tribal leaders active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the tribal leaders in your area active in a positive, negative, or neutral way, or simply not active at all?",,Active in a negative way,In a negative way,,1,4.0,10.0
16,al-Mahweet,governance,6.0,y,"According to your opinion, Are Tribal leaders active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the tribal leaders in your area active in a positive, negative, or neutral way, or simply not active at all?",,Not active at all,Not active at all,,2,1.0,2.5
16,al-Mahweet,governance,6.0,y,"According to your opinion, Are Tribal leaders active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the tribal leaders in your area active in a positive, negative, or neutral way, or simply not active at all?",,Active in a positive way,In a positive way,,5,10.0,25.0
16,al-Mahweet,governance,7.0,y,"According to your opinion, Are Religious groups active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the religious groups in your area active in a positive, negative, or neutral way, or simply not active at all?",,Active in a negative way,In a negative way,,1,5.0,12.5
16,al-Mahweet,governance,7.0,y,"According to your opinion, Are Religious groups active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the religious groups in your area active in a positive, negative, or neutral way, or simply not active at all?",,Neither positive nor negative,Neither positive nor negative,,4,2.0,5.0
16,al-Mahweet,governance,7.0,y,"According to your opinion, Are Religious groups active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the religious groups in your area active in a positive, negative, or neutral way, or simply not active at all?",,Active in a positive way,In a positive way,,5,6.0,15.0
16,al-Mahweet,governance,8.0,y,"According to your opinion, Is NGO/CSO active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the NGOs or CSOs in your area active in a positive, negative, or neutral way, or simply not active at all?",,Not active at all,Not active at all,,2,1.0,2.5
16,al-Mahweet,media access,1.0,y,Do you have internet access?,Do you have access to the internet? ,,No,No,,1,36.0,90.0
16,al-Mahweet,media access,1.0,y,Do you have internet access?,Do you have access to the internet? ,,Yes,Yes,,2,4.0,10.0
16,al-Mahweet,politics,1.0,y,"In general, what do you think about the current situation in Yemen, is it going in the right direction or in the wrong direction?",Is the situation in Yemen heading in the right or wrong direction? ,,In a very bad direction,The wrong direction,,1,10.0,25.0
16,al-Mahweet,politics,1.0,y,"In general, what do you think about the current situation in Yemen, is it going in the right direction or in the wrong direction?",Is the situation in Yemen heading in the right or wrong direction? ,,To some extent in a bad direction,Tending to the wrong direction,,2,19.0,47.5
16,al-Mahweet,politics,2.0,y,How much do you believe Yemen should be divided into regions?,Should Yemen be divided into regions?,,2,No,,2,11.0,27.500000000000004
16,al-Mahweet,politics,2.0,y,How much do you believe Yemen should be divided into regions?,Should Yemen be divided into regions?,,3,Maybe,,3,3.0,7.5
16,al-Mahweet,politics,2.0,y,How much do you believe Yemen should be divided into regions?,Should Yemen be divided into regions?,,4,Yes,,4,1.0,2.5
16,al-Mahweet,politics,3.0,y,How much do you believe south Yemen should be independent?,Should south Yemen become independent?,,2,No,,2,14.0,35.0
16,al-Mahweet,politics,3.0,y,How much do you believe south Yemen should be independent?,Should south Yemen become independent?,,3,Maybe,,3,3.0,7.5
16,al-Mahweet,politics,3.0,y,How much do you believe south Yemen should be independent?,Should south Yemen become independent?,,4,Yes,,4,1.0,2.5
16,al-Mahweet,public services,1.0,y,"According to your opinion, how available are these services and products in your area? Health Care",Is healthcare available in your area?,,Not available,Never,,1,30.0,75.0
16,al-Mahweet,public services,1.0,y,"According to your opinion, how available are these services and products in your area? Health Care",Is healthcare available in your area?,,Hardly available,Hardly ever,,2,7.0,17.5
16,al-Mahweet,public services,1.0,y,"According to your opinion, how available are these services and products in your area? Health Care",Is healthcare available in your area?,,Somewhat available,Sometimes,,3,1.0,2.5
16,al-Mahweet,public services,2.0,y,"According to your opinion, how available are these services and products in your area? Education",Is education available in your area?,,Not available,Never,,1,10.0,25.0
16,al-Mahweet,public services,2.0,y,"According to your opinion, how available are these services and products in your area? Education",Is education available in your area?,,Hardly available,Hardly ever,,2,13.0,32.5
16,al-Mahweet,public services,2.0,y,"According to your opinion, how available are these services and products in your area? Education",Is education available in your area?,,Somewhat available,Sometimes,,3,15.0,37.5
16,al-Mahweet,security,1.0,y,"On a scale ranging from 1 to 5 in which ""1"" means ""always very unsafe"" and ""5"" means ""always very safe"", how safe do you personally feel?",How safe do you personally feel?,,Mostly safe,I mostly feel safe,,4,1.0,2.5
16,al-Mahweet,security,1.0,y,"On a scale ranging from 1 to 5 in which ""1"" means ""always very unsafe"" and ""5"" means ""always very safe"", how safe do you personally feel?",How safe do you personally feel?,,Always safe,I always feel safe,,5,39.0,97.5
16,al-Mahweet,security,3.0,y,How do evaluate the general security situation in your area?,How is the general security situation in your area?,,3,Average,,3,1.0,2.5
16,al-Mahweet,security,3.0,y,How do evaluate the general security situation in your area?,How is the general security situation in your area?,,4,Good,,4,21.0,52.5
16,al-Mahweet,security,3.0,y,How do evaluate the general security situation in your area?,How is the general security situation in your area?,,Very good,Very good,,5,18.0,45.0
17,al-Mahra,basic needs,1.0,y,Please tell me if Adequate  shelter/housing is available or not for your family,Does your family have access to adequate shelter/housing?,,Somewhat available,Sometimes yes,,3,3.0,30.0
17,al-Mahra,basic needs,1.0,y,Please tell me if Adequate  shelter/housing is available or not for your family,Does your family have access to adequate shelter/housing?,,Available,Yes,,4,1.0,10.0
17,al-Mahra,basic needs,1.0,y,Please tell me if Adequate  shelter/housing is available or not for your family,Does your family have access to adequate shelter/housing?,,Very available,"Yes, always",,5,6.0,60.0
17,al-Mahra,basic needs,2.0,y,"Thinking about the last year, have there been times when your family didn't have enough food for all household members?","In the past year, has there been an occasion when your family didn't have enough food to feed everyone?",,No,No,,1,10.0,100.0
17,al-Mahra,basic needs,3.0,y,"According to your opinion, how available are these services and products in your area? Water",Is water available in your area?,,Somewhat available,Sometimes,,3,6.0,60.0
17,al-Mahra,basic needs,3.0,y,"According to your opinion, how available are these services and products in your area? Water",Is water available in your area?,,Very available,Always,,4,4.0,40.0
17,al-Mahra,basic needs,5.0,y,"According to your opinion, how available are these services and products in your area? Electricity",Is electricity available in your area?,,Hardly available,Hardly ever,,2,2.0,20.0
17,al-Mahra,basic needs,5.0,y,"According to your opinion, how available are these services and products in your area? Electricity",Is electricity available in your area?,,Somewhat available,Sometimes,,3,5.0,50.0
17,al-Mahra,basic needs,5.0,y,"According to your opinion, how available are these services and products in your area? Electricity",Is electricity available in your area?,,Very available,Always,,4,3.0,30.0
17,al-Mahra,conflicts,9.0,y,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts in the neighborhood)",How often do conflicts take place within your neigbourhood?,,Never,Never,,1,4.0,40.0
17,al-Mahra,conflicts,9.0,y,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts in the neighborhood)",How often do conflicts take place within your neigbourhood?,,2,Hardly ever,,2,1.0,10.0
17,al-Mahra,conflicts,9.0,y,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts in the neighborhood)",How often do conflicts take place within your neigbourhood?,,4,Often,,4,4.0,40.0
17,al-Mahra,conflicts,10.0,y,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts in the neighborhood)",Do religious differences cause conflict within your neighbourhood?,,It is not a reason for our conflicts,Never,,1,8.0,80.0
17,al-Mahra,conflicts,10.0,y,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts in the neighborhood)",Do religious differences cause conflict within your neighbourhood?,,2,Hardly ever,,2,1.0,10.0
17,al-Mahra,conflicts,11.0,y,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts in the neighborhood)",Do political differences cause conflict within your neighbourhood?,,It is not a reason for our conflicts,Never,,1,9.0,90.0
17,al-Mahra,daily life,1.0,y,First I would like to ask you about your current situation / family situation. How would you rate it on a scale from 1 to 5?,How would you rate you and your family's current situation?,,Neither bad nor good,Average,,3,2.0,20.0
17,al-Mahra,daily life,1.0,y,First I would like to ask you about your current situation / family situation. How would you rate it on a scale from 1 to 5?,How would you rate you and your family's current situation?,,It is very good,Very good,,5,2.0,20.0
17,al-Mahra,governance,4.0,y,"According to your opinion, Is Local Council  active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Is your local council active in a positive, negative, or neutral way, or simply not active at all?",,Neither positive nor negative,Neither positive nor negative,,4,2.0,20.0
17,al-Mahra,governance,5.0,y,"According to your opinion, Are Political Parties active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are political parties in your area active in a positive, negative, or neutral way, or simply not active at all?",,Not active at all,Not active at all,,2,1.0,10.0
17,al-Mahra,governance,5.0,y,"According to your opinion, Are Political Parties active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are political parties in your area active in a positive, negative, or neutral way, or simply not active at all?",,Active in a positive way,In a positive way,,5,1.0,10.0
17,al-Mahra,governance,6.0,y,"According to your opinion, Are Tribal leaders active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the tribal leaders in your area active in a positive, negative, or neutral way, or simply not active at all?",,Neither positive nor negative,Neither positive nor negative,,4,2.0,20.0
17,al-Mahra,governance,6.0,y,"According to your opinion, Are Tribal leaders active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the tribal leaders in your area active in a positive, negative, or neutral way, or simply not active at all?",,Active in a positive way,In a positive way,,5,6.0,60.0
17,al-Mahra,media access,1.0,y,Do you have internet access?,Do you have access to the internet? ,,No,No,,1,7.0,70.0
17,al-Mahra,media access,1.0,y,Do you have internet access?,Do you have access to the internet? ,,Yes,Yes,,2,3.0,30.0
17,al-Mahra,politics,1.0,y,"In general, what do you think about the current situation in Yemen, is it going in the right direction or in the wrong direction?",Is the situation in Yemen heading in the right or wrong direction? ,,To some extent in a bad direction,Tending to the wrong direction,,2,1.0,10.0
17,al-Mahra,politics,1.0,y,"In general, what do you think about the current situation in Yemen, is it going in the right direction or in the wrong direction?",Is the situation in Yemen heading in the right or wrong direction? ,,To some extent in the right direction,Tending to the right direction,,4,1.0,10.0
17,al-Mahra,politics,1.0,y,"In general, what do you think about the current situation in Yemen, is it going in the right direction or in the wrong direction?",Is the situation in Yemen heading in the right or wrong direction? ,,In the right direction,The right direction,,5,2.0,20.0
17,al-Mahra,politics,2.0,y,How much do you believe Yemen should be divided into regions?,Should Yemen be divided into regions?,,3,Maybe,,3,1.0,10.0
17,al-Mahra,politics,2.0,y,How much do you believe Yemen should be divided into regions?,Should Yemen be divided into regions?,,I strongly believe Yemen should be divided into regions,Absolutely,,5,2.0,20.0
17,al-Mahra,politics,3.0,y,How much do you believe south Yemen should be independent?,Should south Yemen become independent?,,4,Yes,,4,1.0,10.0
17,al-Mahra,politics,3.0,y,How much do you believe south Yemen should be independent?,Should south Yemen become independent?,,I strongly believe south Yemen should be independent,Absolutely,,5,1.0,10.0
17,al-Mahra,public services,1.0,y,"According to your opinion, how available are these services and products in your area? Health Care",Is healthcare available in your area?,,Hardly available,Hardly ever,,2,6.0,60.0
17,al-Mahra,public services,1.0,y,"According to your opinion, how available are these services and products in your area? Health Care",Is healthcare available in your area?,,Somewhat available,Sometimes,,3,4.0,40.0
17,al-Mahra,public services,2.0,y,"According to your opinion, how available are these services and products in your area? Education",Is education available in your area?,,Hardly available,Hardly ever,,2,3.0,30.0
17,al-Mahra,public services,2.0,y,"According to your opinion, how available are these services and products in your area? Education",Is education available in your area?,,Somewhat available,Sometimes,,3,3.0,30.0
17,al-Mahra,public services,2.0,y,"According to your opinion, how available are these services and products in your area? Education",Is education available in your area?,,Very available,Always,,4,4.0,40.0
17,al-Mahra,security,1.0,y,"On a scale ranging from 1 to 5 in which ""1"" means ""always very unsafe"" and ""5"" means ""always very safe"", how safe do you personally feel?",How safe do you personally feel?,,Always safe,I always feel safe,,5,10.0,100.0
17,al-Mahra,security,3.0,y,How do evaluate the general security situation in your area?,How is the general security situation in your area?,,Very good,Very good,,5,10.0,100.0
17,al-Mahra,security,4.0,y,"According to your opinion, Is Police active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the police in your area active in a positive, negative, or neutral way, or simply not active at all?",,Neither positive nor negative,Neither positive nor negative,,4,3.0,30.0
17,al-Mahra,security,4.0,y,"According to your opinion, Is Police active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the police in your area active in a positive, negative, or neutral way, or simply not active at all?",,Active in a positive way,In a positive way,,5,2.0,20.0
18,Amran,basic needs,1.0,y,Please tell me if Adequate  shelter/housing is available or not for your family,Does your family have access to adequate shelter/housing?,,Somewhat not available,Only sometimes,,2,7.0,10.0
18,Amran,basic needs,1.0,y,Please tell me if Adequate  shelter/housing is available or not for your family,Does your family have access to adequate shelter/housing?,,Somewhat available,Sometimes yes,,3,11.0,15.714285714285714
18,Amran,basic needs,1.0,y,Please tell me if Adequate  shelter/housing is available or not for your family,Does your family have access to adequate shelter/housing?,,Available,Yes,,4,20.0,28.57142857142857
18,Amran,basic needs,1.0,y,Please tell me if Adequate  shelter/housing is available or not for your family,Does your family have access to adequate shelter/housing?,,Very available,"Yes, always",,5,32.0,45.714285714285715
18,Amran,basic needs,2.0,y,"Thinking about the last year, have there been times when your family didn't have enough food for all household members?","In the past year, has there been an occasion when your family didn't have enough food to feed everyone?",,No,No,,1,33.0,47.14285714285714
18,Amran,basic needs,2.0,y,"Thinking about the last year, have there been times when your family didn't have enough food for all household members?","In the past year, has there been an occasion when your family didn't have enough food to feed everyone?",,Yes,Yes,,2,27.0,38.57142857142858
18,Amran,basic needs,3.0,y,"According to your opinion, how available are these services and products in your area? Water",Is water available in your area?,,Hardly available,Hardly ever,,2,39.0,55.714285714285715
18,Amran,basic needs,3.0,y,"According to your opinion, how available are these services and products in your area? Water",Is water available in your area?,,Somewhat available,Sometimes,,3,29.0,41.42857142857143
18,Amran,basic needs,3.0,y,"According to your opinion, how available are these services and products in your area? Water",Is water available in your area?,,Very available,Always,,4,2.0,2.857142857142857
18,Amran,basic needs,5.0,y,"According to your opinion, how available are these services and products in your area? Electricity",Is electricity available in your area?,,Not available,Never,,1,70.0,100.0
18,Amran,conflicts,9.0,y,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts in the neighborhood)",How often do conflicts take place within your neigbourhood?,,Never,Never,,1,17.0,24.285714285714285
18,Amran,conflicts,9.0,y,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts in the neighborhood)",How often do conflicts take place within your neigbourhood?,,2,Hardly ever,,2,19.0,27.142857142857142
18,Amran,conflicts,9.0,y,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts in the neighborhood)",How often do conflicts take place within your neigbourhood?,,3,Sometimes,,3,26.0,37.142857142857146
18,Amran,conflicts,9.0,y,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts in the neighborhood)",How often do conflicts take place within your neigbourhood?,,4,Often,,4,3.0,4.285714285714286
18,Amran,conflicts,10.0,y,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts in the neighborhood)",Do religious differences cause conflict within your neighbourhood?,,It is not a reason for our conflicts,Never,,1,29.0,41.42857142857143
18,Amran,conflicts,10.0,y,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts in the neighborhood)",Do religious differences cause conflict within your neighbourhood?,,2,Hardly ever,,2,16.0,22.857142857142858
18,Amran,conflicts,10.0,y,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts in the neighborhood)",Do religious differences cause conflict within your neighbourhood?,,3,Sometimes,,3,9.0,12.857142857142856
18,Amran,conflicts,10.0,y,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts in the neighborhood)",Do religious differences cause conflict within your neighbourhood?,,4,Often,,4,3.0,4.285714285714286
18,Amran,conflicts,11.0,y,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts in the neighborhood)",Do political differences cause conflict within your neighbourhood?,,It is not a reason for our conflicts,Never,,1,8.0,11.428571428571429
18,Amran,conflicts,11.0,y,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts in the neighborhood)",Do political differences cause conflict within your neighbourhood?,,2,Hardly ever,,2,22.0,31.428571428571427
18,Amran,conflicts,11.0,y,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts in the neighborhood)",Do political differences cause conflict within your neighbourhood?,,3,Sometimes,,3,19.0,27.142857142857142
18,Amran,conflicts,11.0,y,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts in the neighborhood)",Do political differences cause conflict within your neighbourhood?,,4,Often,,4,4.0,5.714285714285714
18,Amran,conflicts,11.0,y,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts in the neighborhood)",Do political differences cause conflict within your neighbourhood?,,It is the most important reason for our conflicts,Always,,5,1.0,1.4285714285714286
18,Amran,daily life,1.0,y,First I would like to ask you about your current situation / family situation. How would you rate it on a scale from 1 to 5?,How would you rate you and your family's current situation?,,Neither bad nor good,Average,,3,4.0,5.714285714285714
18,Amran,governance,4.0,y,"According to your opinion, Is Local Council  active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Is your local council active in a positive, negative, or neutral way, or simply not active at all?",,Active in a negative way,In a negative way,,1,3.0,4.285714285714286
18,Amran,governance,4.0,y,"According to your opinion, Is Local Council  active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Is your local council active in a positive, negative, or neutral way, or simply not active at all?",,Not active at all,Not active at all,,2,35.0,50.0
