id,governorate,question_tag,question_tag_order,question_map,question_raw,question_en,question_ar,question_scale,answer_raw,answer_en,answer_ar,answer_rank,answer_count,answer_pct
18,Amran,conflicts,11.0,y,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts in the neighborhood)",Do political differences cause conflict within your neighbourhood?,,5.0,It is the most important reason for our conflicts,Always,,5,1.0,1.4285714285714286
18,Amran,conflicts,12.0,,"I will list a number of reasons that can lead to conflict ""Food, Fuel, Water, Medicine"" (Conflicts in the neighborhood)","Does access to food, fuel, water or medicine cause conflict within your neighbourhood?",,5.0,It is not a reason for our conflicts,Never,,1,17.0,24.285714285714285
18,Amran,conflicts,12.0,,"I will list a number of reasons that can lead to conflict ""Food, Fuel, Water, Medicine"" (Conflicts in the neighborhood)","Does access to food, fuel, water or medicine cause conflict within your neighbourhood?",,5.0,2,Hardly ever,,2,12.0,17.142857142857142
18,Amran,conflicts,12.0,,"I will list a number of reasons that can lead to conflict ""Food, Fuel, Water, Medicine"" (Conflicts in the neighborhood)","Does access to food, fuel, water or medicine cause conflict within your neighbourhood?",,5.0,3,Sometimes,,3,16.0,22.857142857142858
18,Amran,conflicts,12.0,,"I will list a number of reasons that can lead to conflict ""Food, Fuel, Water, Medicine"" (Conflicts in the neighborhood)","Does access to food, fuel, water or medicine cause conflict within your neighbourhood?",,5.0,4,Often,,4,10.0,14.285714285714285
18,Amran,daily life,1.0,y,First I would like to ask you about your current situation / family situation. How would you rate it on a scale from 1 to 5?,How would you rate you and your family's current situation?,,5.0,Neither bad nor good,Average,,3,4.0,5.714285714285714
18,Amran,daily life,2.0,,How much time do you often spend at home during the daytime?,"On average, how much time do you spend at home during the day? ",,5.0,1-4 hours,1-4 hours,,1,17.0,24.285714285714285
18,Amran,daily life,2.0,,How much time do you often spend at home during the daytime?,"On average, how much time do you spend at home during the day? ",,5.0,5-8 hours,5-8 hours,,2,31.0,44.285714285714285
18,Amran,daily life,2.0,,How much time do you often spend at home during the daytime?,"On average, how much time do you spend at home during the day? ",,5.0,9-12 hours,9-12 hours,,3,17.0,24.285714285714285
18,Amran,daily life,2.0,,How much time do you often spend at home during the daytime?,"On average, how much time do you spend at home during the day? ",,5.0,13-16 hours,13-16 hours,,4,4.0,5.714285714285714
18,Amran,daily life,2.0,,How much time do you often spend at home during the daytime?,"On average, how much time do you spend at home during the day? ",,5.0,I spend the whole day at home,I spend the whole day at home,,5,1.0,1.4285714285714286
18,Amran,daily life,3.0,,"Since the beginning of the war in March 2015, do you spend more or less time at home during the daytime?","Since the war began in March 2015, do you spend more or less time at home? ",,3.0,I spend less time at home,I spend less time at home,,1,11.0,15.714285714285714
18,Amran,daily life,3.0,,"Since the beginning of the war in March 2015, do you spend more or less time at home during the daytime?","Since the war began in March 2015, do you spend more or less time at home? ",,3.0,I spend the same amount of time at home,I spend the same amount of time at home,,2,35.0,50.0
18,Amran,daily life,3.0,,"Since the beginning of the war in March 2015, do you spend more or less time at home during the daytime?","Since the war began in March 2015, do you spend more or less time at home? ",,3.0,I spend more time at home,I spend more time at home,,3,17.0,24.285714285714285
18,Amran,daily life,4.0,,Why do spend more time at home?,"If you spend more time at home since the war began, what is the main reason?",,,Because of the security situation,Because of the security situation,,1,7.0,10.0
18,Amran,daily life,4.0,,Why do spend more time at home?,"If you spend more time at home since the war began, what is the main reason?",,,I lost my job,I lost my job,,2,6.0,8.571428571428571
18,Amran,daily life,4.0,,Why do spend more time at home?,"If you spend more time at home since the war began, what is the main reason?",,,"My school/university was closed, I no longer go to school/University",My school or university was closed down,,3,1.0,1.4285714285714286
18,Amran,daily life,4.0,,Why do spend more time at home?,"If you spend more time at home since the war began, what is the main reason?",,,Other,Other,,4,2.0,2.857142857142857
18,Amran,daily life,5.0,,"When you think about the extra time that you have to spend at home since the beginning of the war, what do you do most in that time?",What do you do during the extra time you spend at home?,,,I chew Qat,I chew Qat ,,1,2.0,2.857142857142857
18,Amran,daily life,5.0,,"When you think about the extra time that you have to spend at home since the beginning of the war, what do you do most in that time?",What do you do during the extra time you spend at home?,,,I help my mother and father/ household chores,I help my parents with household chores,,2,6.0,8.571428571428571
18,Amran,daily life,5.0,,"When you think about the extra time that you have to spend at home since the beginning of the war, what do you do most in that time?",What do you do during the extra time you spend at home?,,,I watch television,I watch television,,6,7.0,10.0
18,Amran,daily life,5.0,,"When you think about the extra time that you have to spend at home since the beginning of the war, what do you do most in that time?",What do you do during the extra time you spend at home?,,,Other,Other,,x,1.0,1.4285714285714286
18,Amran,daily life,6.0,,"What do you do when you are outside of your home, but when you are not at work/school/university/training? First answer","Outside the home, what do you enjoy doing most during your free time?",,,Chew Qat,Chewing Qat ,,1,7.0,10.0
18,Amran,daily life,6.0,,"What do you do when you are outside of your home, but when you are not at work/school/university/training? First answer","Outside the home, what do you enjoy doing most during your free time?",,,Help my family in activities outside of home,Helping my family with errands,,3,26.0,37.142857142857146
18,Amran,daily life,6.0,,"What do you do when you are outside of your home, but when you are not at work/school/university/training? First answer","Outside the home, what do you enjoy doing most during your free time?",,,Play football and other games,Playing football and other games,,4,3.0,4.285714285714286
18,Amran,daily life,6.0,,"What do you do when you are outside of your home, but when you are not at work/school/university/training? First answer","Outside the home, what do you enjoy doing most during your free time?",,,Visit relatives and friends,Visiting relatives and friends,,6,32.0,45.714285714285715
18,Amran,daily life,6.0,,"What do you do when you are outside of your home, but when you are not at work/school/university/training? First answer","Outside the home, what do you enjoy doing most during your free time?",,,Other,Other,,x,2.0,2.857142857142857
18,Amran,governance,1.0,,Who  are the people you consider most to be influential figures in your community?,Who are the most influential figures in your community? ,,,Aqil,Aqil,,1,7.0,10.0
18,Amran,governance,1.0,,Who  are the people you consider most to be influential figures in your community?,Who are the most influential figures in your community? ,,,Sheikh,Sheikhs,,3,45.0,64.28571428571429
18,Amran,governance,1.0,,Who  are the people you consider most to be influential figures in your community?,Who are the most influential figures in your community? ,,,Religious leader,Religious leaders,,6,1.0,1.4285714285714286
18,Amran,governance,1.0,,Who  are the people you consider most to be influential figures in your community?,Who are the most influential figures in your community? ,,,Other,Other,,x,16.0,22.857142857142858
18,Amran,governance,2.0,,How present do you think the state is within your area?,How present is the state in your area?,,5.0,2,Hardly ever,,2,9.0,12.857142857142856
18,Amran,governance,2.0,,How present do you think the state is within your area?,How present is the state in your area?,,5.0,3,Sometimes present,,3,17.0,24.285714285714285
18,Amran,governance,2.0,,How present do you think the state is within your area?,How present is the state in your area?,,5.0,4,Often present,,4,30.0,42.857142857142854
18,Amran,governance,2.0,,How present do you think the state is within your area?,How present is the state in your area?,,5.0,Very present,Very present,,5,13.0,18.571428571428573
18,Amran,governance,3.0,,Would you like the state to be more or less present or stay the same in your area?,Would you like more or less state presence in your area?,,3.0,Stay the same,Stay the same,,2,9.0,12.857142857142856
18,Amran,governance,3.0,,Would you like the state to be more or less present or stay the same in your area?,Would you like more or less state presence in your area?,,3.0,More present,More present,,3,57.0,81.42857142857143
18,Amran,governance,4.0,y,"According to your opinion, Is Local Council  active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Is your local council active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Active in a negative way,In a negative way,,1,3.0,4.285714285714286
18,Amran,governance,4.0,y,"According to your opinion, Is Local Council  active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Is your local council active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Not active at all,Not active at all,,2,35.0,50.0
18,Amran,governance,4.0,y,"According to your opinion, Is Local Council  active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Is your local council active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Neither positive nor negative,Neither positive nor negative,,4,27.0,38.57142857142858
18,Amran,governance,4.0,y,"According to your opinion, Is Local Council  active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Is your local council active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Active in a positive way,In a positive way,,5,5.0,7.142857142857142
18,Amran,governance,5.0,y,"According to your opinion, Are Political Parties active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are political parties in your area active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Active in a negative way,In a negative way,,1,8.0,11.428571428571429
18,Amran,governance,5.0,y,"According to your opinion, Are Political Parties active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are political parties in your area active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Not active at all,Not active at all,,2,18.0,25.71428571428571
18,Amran,governance,5.0,y,"According to your opinion, Are Political Parties active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are political parties in your area active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Neither positive nor negative,Neither positive nor negative,,4,27.0,38.57142857142858
18,Amran,governance,5.0,y,"According to your opinion, Are Political Parties active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are political parties in your area active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Active in a positive way,In a positive way,,5,2.0,2.857142857142857
18,Amran,governance,6.0,y,"According to your opinion, Are Tribal leaders active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the tribal leaders in your area active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Neither positive nor negative,Neither positive nor negative,,4,8.0,11.428571428571429
18,Amran,governance,6.0,y,"According to your opinion, Are Tribal leaders active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the tribal leaders in your area active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Active in a positive way,In a positive way,,5,61.0,87.14285714285714
18,Amran,governance,7.0,y,"According to your opinion, Are Religious groups active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the religious groups in your area active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Active in a negative way,In a negative way,,1,1.0,1.4285714285714286
18,Amran,governance,7.0,y,"According to your opinion, Are Religious groups active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the religious groups in your area active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Neither positive nor negative,Neither positive nor negative,,4,16.0,22.857142857142858
18,Amran,governance,7.0,y,"According to your opinion, Are Religious groups active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the religious groups in your area active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Active in a positive way,In a positive way,,5,24.0,34.285714285714285
18,Amran,governance,8.0,y,"According to your opinion, Is NGO/CSO active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the NGOs or CSOs in your area active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Active in a negative way,In a negative way,,1,2.0,2.857142857142857
18,Amran,governance,8.0,y,"According to your opinion, Is NGO/CSO active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the NGOs or CSOs in your area active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Not active at all,Not active at all,,2,17.0,24.285714285714285
18,Amran,governance,8.0,y,"According to your opinion, Is NGO/CSO active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the NGOs or CSOs in your area active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Neither positive nor negative,Neither positive nor negative,,4,12.0,17.142857142857142
18,Amran,governance,8.0,y,"According to your opinion, Is NGO/CSO active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the NGOs or CSOs in your area active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Active in a positive way,In a positive way,,5,10.0,14.285714285714285
18,Amran,governance,9.0,,Are you in direct personal contact with the leaders of your community?,Are you in direct personal contact with your community leaders?,,2.0,Yes,Yes,,1,10.0,14.285714285714285
18,Amran,governance,9.0,,Are you in direct personal contact with the leaders of your community?,Are you in direct personal contact with your community leaders?,,2.0,No,No,,2,53.0,75.71428571428571
18,Amran,governance,10.0,,How are you in direct personal contact with community leaders?,How do you contact your community leaders?,,,Face to face/ in Qat sessions/ at mosque/ public markets/ at CL house,"Face to face, for example in Qat sessions or at a mosque",,2,7.0,10.0
18,Amran,governance,10.0,,How are you in direct personal contact with community leaders?,How do you contact your community leaders?,,,Other,Other,,4,3.0,4.285714285714286
18,Amran,governance,11.0,,Please tell me how much you agree with (Community leaders understand my needs and try their best to satisfy them),Community leaders understand my needs and try their best to satisfy them,,5.0,I disagree,Strongly disagree,,1,24.0,34.285714285714285
18,Amran,governance,11.0,,Please tell me how much you agree with (Community leaders understand my needs and try their best to satisfy them),Community leaders understand my needs and try their best to satisfy them,,5.0,I somewhat disagree,Disagree,,2,1.0,1.4285714285714286
18,Amran,governance,11.0,,Please tell me how much you agree with (Community leaders understand my needs and try their best to satisfy them),Community leaders understand my needs and try their best to satisfy them,,5.0,I neither agree nor disagree,Neither agree nor disagree,,3,3.0,4.285714285714286
18,Amran,governance,11.0,,Please tell me how much you agree with (Community leaders understand my needs and try their best to satisfy them),Community leaders understand my needs and try their best to satisfy them,,5.0,I somewhat agree,Agree,,4,3.0,4.285714285714286
18,Amran,governance,11.0,,Please tell me how much you agree with (Community leaders understand my needs and try their best to satisfy them),Community leaders understand my needs and try their best to satisfy them,,5.0,I agree,Strongly agree,,5,13.0,18.571428571428573
18,Amran,governance,12.0,,Please tell me how much you agree with (Community leaders give me the opportunity to communicate my needs to them ),Community leaders give me the opportunity to communicate my needs to them,,5.0,I disagree,Strongly disagree,,1,25.0,35.714285714285715
18,Amran,governance,12.0,,Please tell me how much you agree with (Community leaders give me the opportunity to communicate my needs to them ),Community leaders give me the opportunity to communicate my needs to them,,5.0,I somewhat disagree,Disagree,,2,1.0,1.4285714285714286
18,Amran,governance,12.0,,Please tell me how much you agree with (Community leaders give me the opportunity to communicate my needs to them ),Community leaders give me the opportunity to communicate my needs to them,,5.0,I neither agree nor disagree,Neither agree nor disagree,,3,2.0,2.857142857142857
18,Amran,governance,12.0,,Please tell me how much you agree with (Community leaders give me the opportunity to communicate my needs to them ),Community leaders give me the opportunity to communicate my needs to them,,5.0,I somewhat agree,Agree,,4,4.0,5.714285714285714
18,Amran,governance,12.0,,Please tell me how much you agree with (Community leaders give me the opportunity to communicate my needs to them ),Community leaders give me the opportunity to communicate my needs to them,,5.0,I agree,Strongly agree,,5,11.0,15.714285714285714
18,Amran,governance,13.0,,Please tell me how much you agree with (Community leaders understand my problems and help me solve them ),Community leaders understand my problems and help me solve them,,5.0,I disagree,Strongly disagree,,1,25.0,35.714285714285715
18,Amran,governance,13.0,,Please tell me how much you agree with (Community leaders understand my problems and help me solve them ),Community leaders understand my problems and help me solve them,,5.0,I somewhat disagree,Disagree,,2,1.0,1.4285714285714286
18,Amran,governance,13.0,,Please tell me how much you agree with (Community leaders understand my problems and help me solve them ),Community leaders understand my problems and help me solve them,,5.0,I neither agree nor disagree,Neither agree nor disagree,,3,2.0,2.857142857142857
18,Amran,governance,13.0,,Please tell me how much you agree with (Community leaders understand my problems and help me solve them ),Community leaders understand my problems and help me solve them,,5.0,I somewhat agree,Agree,,4,5.0,7.142857142857142
18,Amran,governance,13.0,,Please tell me how much you agree with (Community leaders understand my problems and help me solve them ),Community leaders understand my problems and help me solve them,,5.0,I agree,Strongly agree,,5,10.0,14.285714285714285
18,Amran,media access,1.0,y,Do you have internet access?,Do you have access to the internet? ,,5.0,No,No,,1,51.0,72.85714285714285
18,Amran,media access,1.0,y,Do you have internet access?,Do you have access to the internet? ,,5.0,Yes,Yes,,2,19.0,27.142857142857142
18,Amran,media access,2.0,,Please indicate whether they are provided at your school/university/work place? Internet,"Is internet access provided at your school, university, workplace?",,2.0,No,No,,1,17.0,24.285714285714285
18,Amran,media access,3.0,,How often do you use social media?,How often do you use social media? ,,5.0,2,Hardly ever,,2,6.0,8.571428571428571
18,Amran,media access,3.0,,How often do you use social media?,How often do you use social media? ,,5.0,3,Sometimes,,3,7.0,10.0
18,Amran,media access,3.0,,How often do you use social media?,How often do you use social media? ,,5.0,4,Often,,4,2.0,2.857142857142857
18,Amran,media access,4.0,,How often do you use TV,How often do you watch TV?,,5.0,Never,Never,,1,13.0,18.571428571428573
18,Amran,media access,4.0,,How often do you use TV,How often do you watch TV?,,5.0,Less than once a week,Less than once a week,,2,1.0,1.4285714285714286
18,Amran,media access,4.0,,How often do you use TV,How often do you watch TV?,,5.0,At least once a week,At least once a week,,3,8.0,11.428571428571429
18,Amran,media access,4.0,,How often do you use TV,How often do you watch TV?,,5.0,Most days of week,Most days of the week,,4,21.0,30.0
18,Amran,media access,4.0,,How often do you use TV,How often do you watch TV?,,5.0,Daily,Daily,,5,27.0,38.57142857142858
18,Amran,media access,5.0,,"Compare to the period before war, do you use TV more or less",Do you watch TV more or less frequently these days than you did before the war started?,,3.0,Less,Less frequently,,1,7.0,10.0
18,Amran,media access,5.0,,"Compare to the period before war, do you use TV more or less",Do you watch TV more or less frequently these days than you did before the war started?,,3.0,The same,The same as before,,2,9.0,12.857142857142856
18,Amran,media access,5.0,,"Compare to the period before war, do you use TV more or less",Do you watch TV more or less frequently these days than you did before the war started?,,3.0,More,More frequently,,3,39.0,55.714285714285715
18,Amran,media access,5.0,,"Compare to the period before war, do you use TV more or less",Do you watch TV more or less frequently these days than you did before the war started?,,3.0,Not applicable,Not applicable,,x,13.0,18.571428571428573
18,Amran,media access,6.0,,How often do you use Radio,How often do you listen to the radio?,,5.0,Never,Never,,1,17.0,24.285714285714285
18,Amran,media access,6.0,,How often do you use Radio,How often do you listen to the radio?,,5.0,Less than once a week,Less than once a week,,2,1.0,1.4285714285714286
18,Amran,media access,6.0,,How often do you use Radio,How often do you listen to the radio?,,5.0,At least once a week,At least once a week,,3,9.0,12.857142857142856
18,Amran,media access,6.0,,How often do you use Radio,How often do you listen to the radio?,,5.0,Most days of week,Most days of the week,,4,9.0,12.857142857142856
18,Amran,media access,6.0,,How often do you use Radio,How often do you listen to the radio?,,5.0,Daily,Daily,,5,34.0,48.57142857142857
18,Amran,media access,7.0,,"Compare to the period before war, do you use Radio more or less",Do you listen to the radio more or less frequently these days than you did before the war started?,,3.0,The same,The same as before,,2,9.0,12.857142857142856
18,Amran,media access,7.0,,"Compare to the period before war, do you use Radio more or less",Do you listen to the radio more or less frequently these days than you did before the war started?,,3.0,More,More frequently,,3,44.0,62.857142857142854
18,Amran,media access,7.0,,"Compare to the period before war, do you use Radio more or less",Do you listen to the radio more or less frequently these days than you did before the war started?,,3.0,Not applicable,Not applicable,,x,17.0,24.285714285714285
18,Amran,media access,8.0,,How often do you use Newspaper,How often do you read the newspaper?,,5.0,Never,Never,,1,69.0,98.57142857142858
18,Amran,media access,8.0,,How often do you use Newspaper,How often do you read the newspaper?,,5.0,At least once a week,At least once a week,,3,1.0,1.4285714285714286
18,Amran,media access,9.0,,"Compare to the period before war, do you use Newspaper more or less",Do you read newspapers more or less frequently these days than you did before the war started?,,3.0,More,More frequently,,3,1.0,1.4285714285714286
18,Amran,media access,9.0,,"Compare to the period before war, do you use Newspaper more or less",Do you read newspapers more or less frequently these days than you did before the war started?,,3.0,Not applicable,Not applicable,,x,69.0,98.57142857142858
18,Amran,politics,1.0,y,"In general, what do you think about the current situation in Yemen, is it going in the right direction or in the wrong direction?",Is the situation in Yemen heading in the right or wrong direction? ,,5.0,In a very bad direction,The wrong direction,,1,6.0,8.571428571428571
18,Amran,politics,1.0,y,"In general, what do you think about the current situation in Yemen, is it going in the right direction or in the wrong direction?",Is the situation in Yemen heading in the right or wrong direction? ,,5.0,To some extent in a bad direction,Tending to the wrong direction,,2,9.0,12.857142857142856
18,Amran,politics,1.0,y,"In general, what do you think about the current situation in Yemen, is it going in the right direction or in the wrong direction?",Is the situation in Yemen heading in the right or wrong direction? ,,5.0,To some extent in the right direction,Tending to the right direction,,4,2.0,2.857142857142857
18,Amran,politics,1.0,y,"In general, what do you think about the current situation in Yemen, is it going in the right direction or in the wrong direction?",Is the situation in Yemen heading in the right or wrong direction? ,,5.0,In the right direction,The right direction,,5,1.0,1.4285714285714286
18,Amran,politics,2.0,y,How much do you believe Yemen should be divided into regions?,Should Yemen be divided into regions?,,5.0,2,No,,2,1.0,1.4285714285714286
18,Amran,politics,2.0,y,How much do you believe Yemen should be divided into regions?,Should Yemen be divided into regions?,,5.0,3,Maybe,,3,1.0,1.4285714285714286
18,Amran,politics,3.0,y,How much do you believe south Yemen should be independent?,Should south Yemen become independent?,,5.0,2,No,,2,1.0,1.4285714285714286
18,Amran,politics,3.0,y,How much do you believe south Yemen should be independent?,Should south Yemen become independent?,,5.0,3,Maybe,,3,4.0,5.714285714285714
18,Amran,politics,3.0,y,How much do you believe south Yemen should be independent?,Should south Yemen become independent?,,5.0,4,Yes,,4,1.0,1.4285714285714286
18,Amran,politics,3.0,y,How much do you believe south Yemen should be independent?,Should south Yemen become independent?,,5.0,I strongly believe south Yemen should be independent,Absolutely,,5,1.0,1.4285714285714286
18,Amran,politics,4.0,,How do evaluate your knowledge on the NDC outcomes?,How knowledgeable are you about the NDC outcomes?,,5.0,Not aware at all,Not knowledgeable at all,,1,31.0,44.285714285714285
18,Amran,politics,4.0,,How do evaluate your knowledge on the NDC outcomes?,How knowledgeable are you about the NDC outcomes?,,5.0,2,Not very knowledgeable,,2,17.0,24.285714285714285
18,Amran,politics,4.0,,How do evaluate your knowledge on the NDC outcomes?,How knowledgeable are you about the NDC outcomes?,,5.0,3,Reasonably knowledgeable,,3,9.0,12.857142857142856
18,Amran,politics,4.0,,How do evaluate your knowledge on the NDC outcomes?,How knowledgeable are you about the NDC outcomes?,,5.0,4,Knowledgeable,,4,3.0,4.285714285714286
18,Amran,politics,5.0,,What in your opinion is the most important outcome of the NDC?,What is the most important outcome of the NDC?,,,Addressing Saa'da issue/ Southern issue,Addressing the Saa'da / Southern issue,,1,5.0,7.142857142857142
18,Amran,politics,6.0,,How do evaluate Yemen's future if the NDC outcomes were implemented?,Would the implementation of the NDC outcomes be good or bad for Yemen's future?,,5.0,3,Neither good nor bad,,3,3.0,4.285714285714286
18,Amran,politics,6.0,,How do evaluate Yemen's future if the NDC outcomes were implemented?,Would the implementation of the NDC outcomes be good or bad for Yemen's future?,,5.0,4,Good,,4,1.0,1.4285714285714286
18,Amran,public services,1.0,y,"According to your opinion, how available are these services and products in your area? Health Care",Is healthcare available in your area?,,4.0,Not available,Never,,1,16.0,22.857142857142858
18,Amran,public services,1.0,y,"According to your opinion, how available are these services and products in your area? Health Care",Is healthcare available in your area?,,4.0,Hardly available,Hardly ever,,2,34.0,48.57142857142857
18,Amran,public services,1.0,y,"According to your opinion, how available are these services and products in your area? Health Care",Is healthcare available in your area?,,4.0,Somewhat available,Sometimes,,3,19.0,27.142857142857142
18,Amran,public services,1.0,y,"According to your opinion, how available are these services and products in your area? Health Care",Is healthcare available in your area?,,4.0,I have never heard about it,,,dk,1.0,1.4285714285714286
18,Amran,public services,2.0,y,"According to your opinion, how available are these services and products in your area? Education",Is education available in your area?,,4.0,Hardly available,Hardly ever,,2,16.0,22.857142857142858
18,Amran,public services,2.0,y,"According to your opinion, how available are these services and products in your area? Education",Is education available in your area?,,4.0,Somewhat available,Sometimes,,3,41.0,58.57142857142858
18,Amran,public services,2.0,y,"According to your opinion, how available are these services and products in your area? Education",Is education available in your area?,,4.0,Very available,Always,,4,13.0,18.571428571428573
18,Amran,public services,3.0,,"According to your opinion, how available are these services and products in your area? Social Services",Are social services available in your area?,,4.0,Not available,Never,,1,56.0,80.0
18,Amran,public services,3.0,,"According to your opinion, how available are these services and products in your area? Social Services",Are social services available in your area?,,4.0,I have never heard about it,,,dk,7.0,10.0
18,Amran,public services,4.0,,Have your family received any assistances since the beginning of the war?,"Since the beginning of the war, has your family received any form of assistance? ",,2.0,No,No,,1,54.0,77.14285714285715
18,Amran,public services,4.0,,Have your family received any assistances since the beginning of the war?,"Since the beginning of the war, has your family received any form of assistance? ",,2.0,Yes,Yes,,2,16.0,22.857142857142858
18,Amran,public services,5.0,,(If yes) How many times?,"If yes, how many times has your family received assistance?",,,1,1,,1,15.0,21.428571428571427
18,Amran,public services,5.0,,(If yes) How many times?,"If yes, how many times has your family received assistance?",,,2,2,,2,1.0,1.4285714285714286
18,Amran,public services,6.0,,Which organizations/entities provided you with those assistances? First answer,Which organization or entity has provided you with assistance? ,,,World Food Programme (WFP),World Food Programme (WFP),,1,6.0,8.571428571428571
18,Amran,public services,6.0,,Which organizations/entities provided you with those assistances? First answer,Which organization or entity has provided you with assistance? ,,,UNICEF,UNICEF,,3,9.0,12.857142857142856
18,Amran,public services,6.0,,Which organizations/entities provided you with those assistances? First answer,Which organization or entity has provided you with assistance? ,,,Trader/ Benefactor,Other,,x,1.0,1.4285714285714286
18,Amran,public services,7.0,,How much sufficient were those assistances to meet your needs?,"If you have received any assistance since the beginning of the war, did it meet your needs?",,5.0,Not sufficient at all,"No, it didn't meet our needs at all",,1,2.0,2.857142857142857
18,Amran,public services,7.0,,How much sufficient were those assistances to meet your needs?,"If you have received any assistance since the beginning of the war, did it meet your needs?",,5.0,2,It was below average,,2,9.0,12.857142857142856
18,Amran,public services,7.0,,How much sufficient were those assistances to meet your needs?,"If you have received any assistance since the beginning of the war, did it meet your needs?",,5.0,3,It was adequate,,3,5.0,7.142857142857142
18,Amran,security,1.0,y,"On a scale ranging from 1 to 5 in which ""1"" means ""always very unsafe"" and ""5"" means ""always very safe"", how safe do you personally feel?",How safe do you personally feel?,,5.0,Always unsafe,I never feel safe,,1,9.0,12.857142857142856
18,Amran,security,1.0,y,"On a scale ranging from 1 to 5 in which ""1"" means ""always very unsafe"" and ""5"" means ""always very safe"", how safe do you personally feel?",How safe do you personally feel?,,5.0,Mostly unsafe,I mostly feel unsafe,,2,36.0,51.42857142857142
18,Amran,security,1.0,y,"On a scale ranging from 1 to 5 in which ""1"" means ""always very unsafe"" and ""5"" means ""always very safe"", how safe do you personally feel?",How safe do you personally feel?,,5.0,Neither safe nor unsafe,I neither feel safe nor unsafe,,3,7.0,10.0
18,Amran,security,1.0,y,"On a scale ranging from 1 to 5 in which ""1"" means ""always very unsafe"" and ""5"" means ""always very safe"", how safe do you personally feel?",How safe do you personally feel?,,5.0,Mostly safe,I mostly feel safe,,4,10.0,14.285714285714285
18,Amran,security,1.0,y,"On a scale ranging from 1 to 5 in which ""1"" means ""always very unsafe"" and ""5"" means ""always very safe"", how safe do you personally feel?",How safe do you personally feel?,,5.0,Always safe,I always feel safe,,5,7.0,10.0
18,Amran,security,2.0,,What is the main threat that endangers your personal security?,What is the main threat to your personal security?,,,War/ armed clashes/ random bombings/ fires,"War, bombings, and fires",,2,20.0,28.57142857142857
18,Amran,security,2.0,,What is the main threat that endangers your personal security?,What is the main threat to your personal security?,,,Airstrike by Arab alliance,Airstrikes by the Arab Alliance,,4,37.0,52.85714285714286
18,Amran,security,2.0,,What is the main threat that endangers your personal security?,What is the main threat to your personal security?,,,Other,Other,,x,6.0,8.571428571428571
18,Amran,security,3.0,y,How do evaluate the general security situation in your area?,How is the general security situation in your area?,,5.0,Very bad,Very bad,,1,20.0,28.57142857142857
18,Amran,security,3.0,y,How do evaluate the general security situation in your area?,How is the general security situation in your area?,,5.0,2,Bad,,2,13.0,18.571428571428573
18,Amran,security,3.0,y,How do evaluate the general security situation in your area?,How is the general security situation in your area?,,5.0,3,Average,,3,14.0,20.0
18,Amran,security,3.0,y,How do evaluate the general security situation in your area?,How is the general security situation in your area?,,5.0,4,Good,,4,22.0,31.428571428571427
18,Amran,security,3.0,y,How do evaluate the general security situation in your area?,How is the general security situation in your area?,,5.0,Very good,Very good,,5,1.0,1.4285714285714286
18,Amran,security,4.0,y,"According to your opinion, Is Police active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the police in your area active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Active in a negative way,In a negative way,,1,2.0,2.857142857142857
